prediction_date,ticker,source_ticker,predicted_value,confidence_score,actual_future_result,hit_miss,model_name,target_name,task_type,evaluation_window,prediction_uncertainty_pct,is_actionable_signal,is_regime_trade_allowed,market_regime_level,market_regime_position_multiplier,market_regime_reasons,technical_state_summary,news_sentiment_summary,benchmark_strength_summary,explanation
2018-03-19,SPY,SPY,1.0,0.5657896538565143,1,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 14.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.39%; 3-month excess return -0.45%; 6-month excess return 0.06%.,Model view: the setup leaned constructive. Confidence was around 57%. Technical state looks mixed. Volatility is relatively contained at roughly 14.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.39%; 3-month excess return -0.45%; 6-month excess return 0.06%.
2019-01-04,SPY,SPY,0.0,0.9949343986843986,0,hit,random_forest,target_5d_outperform,classification,1,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_drawdown,elevated_volatility",Technical state looks mixed. Volatility is elevated at roughly 31.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.01%; 3-month excess return 0.06%; 6-month excess return -0.01%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. Volatility is elevated at roughly 31.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.01%; 3-month excess return 0.06%; 6-month excess return -0.01%.
2019-01-07,SPY,SPY,0.0,0.9747890498471894,0,hit,random_forest,target_5d_outperform,classification,1,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_drawdown,elevated_volatility",Technical state looks mixed. Volatility is elevated at roughly 31.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.16%; 3-month excess return 0.06%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. Volatility is elevated at roughly 31.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.16%; 3-month excess return 0.06%; 6-month excess return 0.01%.
2019-01-08,SPY,SPY,0.0,0.9931010653510655,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,"benchmark_20d_weakness,ticker_drawdown,elevated_volatility",Technical state looks mixed. RSI is in a steady zone near 50.8. Volatility is elevated at roughly 30.8%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.03%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 50.8. Volatility is elevated at roughly 30.8%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.03%; 6-month excess return -0.03%.
2019-01-09,SPY,SPY,0.0,0.9703115069745232,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,"benchmark_20d_weakness,ticker_drawdown,elevated_volatility",Technical state looks mixed. RSI is in a steady zone near 52.1. Volatility is elevated at roughly 30.8%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.01%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. RSI is in a steady zone near 52.1. Volatility is elevated at roughly 30.8%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.01%; 6-month excess return -0.04%.
2019-01-10,SPY,SPY,0.0,0.9904774194933769,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,"ticker_drawdown,elevated_volatility",Technical state looks mixed. RSI is in a steady zone near 53.1. Volatility is elevated at roughly 30.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.09%; 3-month excess return -0.03%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 53.1. Volatility is elevated at roughly 30.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.09%; 3-month excess return -0.03%; 6-month excess return -0.05%.
2019-01-11,SPY,SPY,0.0,0.9849343986843987,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,"benchmark_20d_weakness,ticker_drawdown,elevated_volatility",Technical state looks mixed. RSI is in a steady zone near 53.2. Volatility is elevated at roughly 30.8%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.01%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 53.2. Volatility is elevated at roughly 30.8%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.01%; 6-month excess return -0.02%.
2019-01-14,SPY,SPY,0.0,0.9939557165138561,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,"benchmark_20d_weakness,ticker_drawdown,elevated_volatility",Technical state looks mixed. RSI is in a steady zone near 51.1. Volatility is elevated at roughly 30.8%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.02%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 51.1. Volatility is elevated at roughly 30.8%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.02%; 6-month excess return -0.07%.
2019-01-15,SPY,SPY,0.0,0.9904774194933769,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,"ticker_drawdown,elevated_volatility",Technical state looks mixed. RSI is in a steady zone near 54.7. Volatility is elevated at roughly 30.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.03%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 54.7. Volatility is elevated at roughly 30.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.03%; 6-month excess return -0.06%.
2019-01-16,SPY,SPY,0.0,0.8432950743330906,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 55.4.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.00%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 84%. Technical state looks mixed. RSI is in a steady zone near 55.4. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.00%; 6-month excess return -0.02%.
2019-01-17,SPY,SPY,0.0,0.6182638888888888,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 57.8.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.64%; 3-month excess return -0.04%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 62%. Technical state looks mixed. RSI is in a steady zone near 57.8. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.64%; 3-month excess return -0.04%; 6-month excess return -0.04%.
2019-01-18,SPY,SPY,0.0,0.5982638888888888,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 61.6.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.59%; 3-month excess return -0.04%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 60%. Technical state looks mixed. RSI is in a steady zone near 61.6. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.59%; 3-month excess return -0.04%; 6-month excess return -0.05%.
2019-01-22,SPY,SPY,0.0,0.58296977124183,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 56.0.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.72%; 3-month excess return -0.02%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 58%. Technical state looks mixed. RSI is in a steady zone near 56.0. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.72%; 3-month excess return -0.02%; 6-month excess return -0.05%.
2019-01-23,SPY,SPY,0.0,0.7738888888888888,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 56.6.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.68%; 3-month excess return 0.01%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 77%. Technical state looks mixed. RSI is in a steady zone near 56.6. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.68%; 3-month excess return 0.01%; 6-month excess return 0.01%.
2019-01-24,SPY,SPY,0.0,0.94859477124183,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 56.8.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return 0.00%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 95%. Technical state looks mixed. RSI is in a steady zone near 56.8. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return 0.00%; 6-month excess return -0.07%.
2019-01-25,SPY,SPY,0.0,0.9488888888888889,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 59.6.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.18%; 3-month excess return -0.09%; 6-month excess return -0.01%.,Model view: the setup leaned cautious. Confidence was around 95%. Technical state looks mixed. RSI is in a steady zone near 59.6. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.18%; 3-month excess return -0.09%; 6-month excess return -0.01%.
2019-01-28,SPY,SPY,0.0,0.9588888888888889,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 56.0.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.15%; 3-month excess return -0.03%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 56.0. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.15%; 3-month excess return -0.03%; 6-month excess return -0.05%.
2019-01-29,SPY,SPY,0.0,0.9638888888888889,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 55.4.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.04%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 55.4. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.04%; 6-month excess return -0.03%.
2019-01-30,SPY,SPY,0.0,0.9738888888888888,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 61.0.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.05%; 6-month excess return -0.09%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. RSI is in a steady zone near 61.0. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.05%; 6-month excess return -0.09%.
2019-01-31,SPY,SPY,0.0,0.96,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 63.7.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return 0.09%; 3-month excess return 0.03%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 63.7. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return 0.09%; 3-month excess return 0.03%; 6-month excess return -0.03%.
2019-02-01,SPY,SPY,0.0,0.97,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 63.9.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return 0.02%; 3-month excess return 0.04%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. RSI is in a steady zone near 63.9. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return 0.02%; 3-month excess return 0.04%; 6-month excess return -0.02%.
2019-02-04,SPY,SPY,0.0,0.9747058823529412,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 11.6%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return 0.01%; 3-month excess return 0.01%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. Volatility is relatively contained at roughly 11.6%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return 0.01%; 3-month excess return 0.01%; 6-month excess return -0.07%.
2019-02-05,SPY,SPY,0.0,0.94,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 11.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.07%; 3-month excess return -0.04%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. Volatility is relatively contained at roughly 11.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.07%; 3-month excess return -0.04%; 6-month excess return -0.03%.
2019-02-06,SPY,SPY,0.0,0.94,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 11.4%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.12%; 3-month excess return -0.08%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. Volatility is relatively contained at roughly 11.4%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.12%; 3-month excess return -0.08%; 6-month excess return -0.03%.
2019-02-07,SPY,SPY,0.0,0.955,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 60.5. Volatility is relatively contained at roughly 12.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return -0.03%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 60.5. Volatility is relatively contained at roughly 12.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return -0.03%; 6-month excess return -0.06%.
2019-02-08,SPY,SPY,0.0,0.93,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 61.0. Volatility is relatively contained at roughly 12.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.07%; 3-month excess return -0.04%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 93%. Technical state looks mixed. RSI is in a steady zone near 61.0. Volatility is relatively contained at roughly 12.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.07%; 3-month excess return -0.04%; 6-month excess return -0.07%.
2019-02-11,SPY,SPY,0.0,0.94,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 61.2. Volatility is relatively contained at roughly 12.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.06%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. RSI is in a steady zone near 61.2. Volatility is relatively contained at roughly 12.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.01%; 3-month excess return -0.06%; 6-month excess return -0.06%.
2019-02-12,SPY,SPY,0.0,0.95,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 12.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.09%; 3-month excess return -0.06%; 6-month excess return -0.08%.,Model view: the setup leaned cautious. Confidence was around 95%. Technical state looks mixed. Volatility is relatively contained at roughly 12.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.09%; 3-month excess return -0.06%; 6-month excess return -0.08%.
2019-02-13,SPY,SPY,0.0,0.95,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 11.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.01%; 6-month excess return -0.06%.,Model view: the setup leaned cautious. Confidence was around 95%. Technical state looks mixed. Volatility is relatively contained at roughly 11.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.01%; 6-month excess return -0.06%.
2019-02-14,SPY,SPY,0.0,0.945,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 12.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return 0.02%; 3-month excess return -0.05%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. Volatility is relatively contained at roughly 12.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return 0.02%; 3-month excess return -0.05%; 6-month excess return -0.05%.
2019-02-15,SPY,SPY,0.0,0.955,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 12.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.04%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. Volatility is relatively contained at roughly 12.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.04%; 6-month excess return -0.05%.
2019-02-19,SPY,SPY,0.0,0.96,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,"Technical state looks mixed. RSI is elevated near 70.3, so chasing strength may add risk. Volatility is relatively contained at roughly 11.6%.",No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.04%; 6-month excess return -0.05%.,"Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is elevated near 70.3, so chasing strength may add risk. Volatility is relatively contained at roughly 11.6%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.04%; 6-month excess return -0.05%."
2019-02-20,SPY,SPY,0.0,0.96,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,"Technical state looks mixed. RSI is elevated near 71.0, so chasing strength may add risk. Volatility is relatively contained at roughly 10.1%.",No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return -0.08%; 6-month excess return -0.10%.,"Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is elevated near 71.0, so chasing strength may add risk. Volatility is relatively contained at roughly 10.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return -0.08%; 6-month excess return -0.10%."
2019-02-21,SPY,SPY,0.0,0.96,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 10.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.08%; 6-month excess return -0.08%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. Volatility is relatively contained at roughly 10.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.08%; 6-month excess return -0.08%.
2019-02-22,SPY,SPY,0.0,0.96,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,"Technical state looks mixed. RSI is elevated near 70.3, so chasing strength may add risk. Volatility is relatively contained at roughly 10.4%.",No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.06%; 3-month excess return -0.03%; 6-month excess return -0.08%.,"Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is elevated near 70.3, so chasing strength may add risk. Volatility is relatively contained at roughly 10.4%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.06%; 3-month excess return -0.03%; 6-month excess return -0.08%."
2019-02-25,SPY,SPY,0.0,0.965,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,"Technical state looks mixed. RSI is elevated near 70.8, so chasing strength may add risk. Volatility is relatively contained at roughly 10.2%.",No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.06%.,"Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is elevated near 70.8, so chasing strength may add risk. Volatility is relatively contained at roughly 10.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.03%; 6-month excess return -0.06%."
2019-02-26,SPY,SPY,0.0,0.97,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,"Technical state looks mixed. RSI is elevated near 70.1, so chasing strength may add risk. Volatility is relatively contained at roughly 9.5%.",No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.03%; 6-month excess return -0.07%.,"Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. RSI is elevated near 70.1, so chasing strength may add risk. Volatility is relatively contained at roughly 9.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.03%; 6-month excess return -0.07%."
2019-02-27,SPY,SPY,0.0,0.97,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 9.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return 0.00%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. Volatility is relatively contained at roughly 9.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return 0.00%; 6-month excess return -0.04%.
2019-02-28,SPY,SPY,0.0,0.9448969072164948,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 8.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return 0.04%; 3-month excess return 0.00%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. Volatility is relatively contained at roughly 8.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return 0.04%; 3-month excess return 0.00%; 6-month excess return -0.03%.
2019-03-01,SPY,SPY,0.0,0.945,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,"Technical state looks mixed. RSI is elevated near 70.7, so chasing strength may add risk. Volatility is relatively contained at roughly 8.1%.",No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.09%; 6-month excess return -0.08%.,"Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. RSI is elevated near 70.7, so chasing strength may add risk. Volatility is relatively contained at roughly 8.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.09%; 6-month excess return -0.08%."
2019-03-04,SPY,SPY,0.0,0.945,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 8.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return -0.03%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. Volatility is relatively contained at roughly 8.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return -0.03%; 6-month excess return -0.05%.
2019-03-05,SPY,SPY,0.0,0.9448194046581143,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 8.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.04%; 6-month excess return -0.07%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. Volatility is relatively contained at roughly 8.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.04%; 6-month excess return -0.07%.
2019-03-06,SPY,SPY,0.0,0.9599806949806949,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 59.0. Volatility is relatively contained at roughly 8.4%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.01%; 3-month excess return 0.05%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 59.0. Volatility is relatively contained at roughly 8.4%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.01%; 3-month excess return 0.05%; 6-month excess return -0.04%.
2019-03-07,SPY,SPY,0.0,0.9697162985244381,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 51.7. Volatility is relatively contained at roughly 9.0%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return 0.00%; 3-month excess return -0.07%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. RSI is in a steady zone near 51.7. Volatility is relatively contained at roughly 9.0%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return 0.00%; 3-month excess return -0.07%; 6-month excess return -0.04%.
