prediction_date,ticker,source_ticker,predicted_value,confidence_score,actual_future_result,hit_miss,model_name,target_name,task_type,evaluation_window,prediction_uncertainty_pct,is_actionable_signal,is_regime_trade_allowed,market_regime_level,market_regime_position_multiplier,market_regime_reasons,technical_state_summary,news_sentiment_summary,benchmark_strength_summary,explanation
2018-03-19,SPY,SPY,1.0,0.5657896538565143,1,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 14.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.39%; 3-month excess return -0.45%; 6-month excess return 0.06%.,Model view: the setup leaned constructive. Confidence was around 57%. Technical state looks mixed. Volatility is relatively contained at roughly 14.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.39%; 3-month excess return -0.45%; 6-month excess return 0.06%.
2018-05-22,SPY,SPY,0.0,0.9838888888888888,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 59.0. Volatility is relatively contained at roughly 9.4%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.04%; 6-month excess return 0.03%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 59.0. Volatility is relatively contained at roughly 9.4%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.04%; 6-month excess return 0.03%.
2018-05-23,SPY,SPY,0.0,0.9830392156862744,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 60.5. Volatility is relatively contained at roughly 9.4%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.01%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 60.5. Volatility is relatively contained at roughly 9.4%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.01%; 6-month excess return -0.05%.
2018-05-24,SPY,SPY,0.0,0.9695252870110554,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 58.8. Volatility is relatively contained at roughly 8.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return 0.03%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. RSI is in a steady zone near 58.8. Volatility is relatively contained at roughly 8.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return 0.03%; 6-month excess return -0.05%.
2018-05-25,SPY,SPY,0.0,0.994980694980695,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 56.7. Volatility is relatively contained at roughly 9.0%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.03%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 56.7. Volatility is relatively contained at roughly 9.0%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.03%; 6-month excess return -0.02%.
2018-05-29,SPY,SPY,0.0,0.9994221808773793,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 9.6%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return 0.01%; 3-month excess return 0.01%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 100%. Technical state looks mixed. Volatility is relatively contained at roughly 9.6%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return 0.01%; 3-month excess return 0.01%; 6-month excess return -0.03%.
2018-05-30,SPY,SPY,0.0,0.9888695838695838,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 56.3. Volatility is relatively contained at roughly 10.6%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.08%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 56.3. Volatility is relatively contained at roughly 10.6%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return -0.08%; 6-month excess return 0.01%.
2018-05-31,SPY,SPY,0.0,0.9836051874133269,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 52.1. Volatility is relatively contained at roughly 10.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.05%; 3-month excess return 0.10%; 6-month excess return 0.02%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 52.1. Volatility is relatively contained at roughly 10.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.05%; 3-month excess return 0.10%; 6-month excess return 0.02%.
2018-06-01,SPY,SPY,0.0,0.9780392156862745,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 57.5. Volatility is relatively contained at roughly 10.8%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return 0.04%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 57.5. Volatility is relatively contained at roughly 10.8%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return 0.04%; 6-month excess return -0.03%.
2018-06-04,SPY,SPY,0.0,0.9682302405498281,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 59.9. Volatility is relatively contained at roughly 10.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.07%; 6-month excess return -0.04%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. RSI is in a steady zone near 59.9. Volatility is relatively contained at roughly 10.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.07%; 6-month excess return -0.04%.
2018-06-05,SPY,SPY,0.0,0.96359477124183,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 60.3. Volatility is relatively contained at roughly 10.1%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return 0.00%; 6-month excess return -0.08%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 60.3. Volatility is relatively contained at roughly 10.1%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.05%; 3-month excess return 0.00%; 6-month excess return -0.08%.
2018-06-06,SPY,SPY,0.0,0.9797058823529412,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 64.3. Volatility is relatively contained at roughly 10.3%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return 0.03%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 64.3. Volatility is relatively contained at roughly 10.3%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.04%; 3-month excess return 0.03%; 6-month excess return -0.03%.
2018-06-07,SPY,SPY,0.0,0.969980694980695,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 64.2. Volatility is relatively contained at roughly 9.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.00%; 3-month excess return 0.05%; 6-month excess return 0.02%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. RSI is in a steady zone near 64.2. Volatility is relatively contained at roughly 9.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.00%; 3-month excess return 0.05%; 6-month excess return 0.02%.
2018-06-08,SPY,SPY,0.0,0.9646865773336362,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 9.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return 0.02%; 6-month excess return -0.03%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. Volatility is relatively contained at roughly 9.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.02%; 3-month excess return 0.02%; 6-month excess return -0.03%.
2018-06-11,SPY,SPY,0.0,0.9945834845501309,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 9.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.05%; 6-month excess return -0.01%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. Volatility is relatively contained at roughly 9.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return 0.05%; 6-month excess return -0.01%.
2018-06-12,SPY,SPY,0.0,0.9895834845501309,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 9.5%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.11%; 3-month excess return 0.00%; 6-month excess return -0.05%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. Volatility is relatively contained at roughly 9.5%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.11%; 3-month excess return 0.00%; 6-month excess return -0.05%.
2018-06-13,SPY,SPY,0.0,0.9888695838695838,0,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. RSI is in a steady zone near 63.7. Volatility is relatively contained at roughly 9.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.07%; 6-month excess return 0.06%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 63.7. Volatility is relatively contained at roughly 9.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.07%; 6-month excess return 0.06%.
